po_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status,is_delayed,total_amount,payment_terms
4774,67,9,2023-01-25,2023-02-20,2023-02-24,Delivered,1,23940493.1,Net30
4775,13,6,2024-01-18,2024-02-04,2024-02-09,Delivered,1,527541.74,Immediate
4776,22,4,2023-07-19,2023-08-10,2023-08-12,Delivered,0,1769804.17,Net90
4777,59,5,2023-08-01,2023-08-20,2023-08-20,Delivered,0,147156.45,Net30
4778,68,10,2022-03-23,2022-04-02,2022-04-01,Delivered,0,8152988.91,Net90
4779,45,9,2024-03-13,2024-04-01,2024-04-01,Delivered,0,2900340.27,Net30
4780,19,3,2022-02-22,2022-03-01,2022-02-28,Delivered,0,798345.11,Net60
4781,36,10,2023-01-29,2023-02-09,2023-02-10,Delivered,0,63837.37,Net60
4782,59,6,2022-02-03,2022-03-07,2022-03-14,Delivered,1,43938.4,Immediate
4783,65,1,2022-03-24,2022-04-10,2022-04-10,Delivered,0,1195454.57,Net60
4784,61,9,2022-06-30,2022-07-12,2022-07-14,Delivered,0,222054.48,Immediate
4785,9,8,2022-02-01,2022-02-25,2022-02-24,Delivered,0,2011906.11,Net30
4786,21,6,2023-11-12,2023-11-22,2023-11-21,Delivered,0,272366.75,Net30
4787,47,4,2022-11-16,2022-12-03,2022-12-02,Delivered,0,1246912.59,Immediate
4788,5,2,2022-12-23,2023-01-11,2023-01-10,Delivered,0,12399942.97,Net30
4789,37,3,2022-03-15,2022-04-03,2022-04-04,Delivered,0,15550284.72,Net60
4790,46,7,2023-10-13,2023-10-25,2023-10-24,Delivered,0,18029922.02,Net30
4791,22,2,2024-06-17,2024-07-01,2024-07-02,Delivered,0,266423.8,Net30
4792,47,1,2024-11-25,2024-12-22,2024-12-24,Delivered,0,4449216.33,Net60
4793,4,4,2023-04-26,2023-05-09,2023-05-08,Delivered,0,1624476.39,Net30
4794,18,6,2022-07-21,2022-08-19,2022-08-20,Delivered,0,15866.4,Net30
4795,59,1,2022-12-04,2023-01-08,2023-01-07,Delivered,0,17384426.89,Net60
4796,8,7,2024-11-23,2024-12-13,2024-12-17,Delivered,1,21253969.85,Net90
4797,11,8,2023-06-27,2023-07-06,2023-07-07,Delivered,0,1431695.84,Net90
4798,74,4,2022-12-22,2023-01-05,2023-01-07,Delivered,0,1062082.71,Net30
4799,31,6,2022-06-20,2022-06-28,2022-07-13,Delivered,1,1123873.4,Immediate
4800,36,5,2022-10-31,2022-11-12,2022-11-14,Delivered,0,2108604.88,Immediate
4801,33,1,2024-07-21,2024-08-03,2024-08-13,Delivered,1,6836845.77,Net60
4802,26,2,2024-01-05,2024-01-16,2024-01-16,Delivered,0,23549.26,Immediate
4803,71,4,2023-01-01,2023-01-04,2023-01-04,Delivered,0,640980.3,Net60
4804,6,7,2022-02-03,2022-02-15,2022-02-15,Delivered,0,598506.23,Net60
4805,9,3,2024-02-21,2024-03-14,2024-03-27,Delivered,1,2732980.98,Net30
4806,6,7,2022-02-10,2022-03-02,2022-03-08,Delivered,1,17417237.23,Immediate
4807,58,6,2024-09-17,2024-10-08,2024-10-10,Delivered,0,1317992.1,Net90
4808,2,6,2022-04-01,2022-04-20,2022-04-22,Delivered,0,518419.78,Net30
4809,13,1,2022-03-17,2022-04-05,2022-04-04,Delivered,0,59538.08,Net60
4810,79,5,2024-01-09,2024-01-19,2024-01-18,Delivered,0,1623203.48,Net90
4811,60,4,2023-10-01,2023-10-18,2023-10-19,Delivered,0,2762803.13,Immediate
4812,13,2,2022-05-15,2022-06-04,2022-06-03,Delivered,0,316024.2,Net30
4813,6,10,2024-10-30,2024-11-12,2024-11-13,Delivered,0,925880.91,Net30
4814,25,5,2023-05-01,2023-05-14,2023-05-16,Delivered,0,22485503.21,Immediate
4815,36,7,2024-06-10,2024-06-19,2024-06-18,Delivered,0,520572.53,Net30
4816,8,6,2023-11-12,2023-12-07,2023-12-07,Delivered,0,4391779.13,Immediate
4817,38,9,2022-03-15,2022-03-31,2022-03-30,Delivered,0,12615462.25,Net90
4818,8,3,2024-03-21,2024-04-09,2024-04-24,Delivered,1,1765403.92,Net90
4819,22,7,2023-05-24,2023-06-09,2023-06-11,Delivered,0,2222324.36,Net60
4820,41,4,2022-04-27,2022-06-17,2022-06-27,Delivered,1,84532.56,Net30
4821,5,3,2023-05-26,2023-06-11,2023-06-10,Delivered,0,1089659.61,Net30
4822,53,8,2024-04-09,2024-04-18,2024-04-17,Delivered,0,1307243.47,Net90
4823,31,2,2022-08-22,2022-09-09,2022-09-08,Delivered,0,1293207.88,Net30
4824,30,1,2023-07-29,2023-08-08,2023-08-10,Delivered,0,436863.54,Net60
4825,72,4,2024-08-12,2024-08-23,2024-08-23,Delivered,0,27052.06,Net90
4826,41,7,2022-03-19,2022-04-04,2022-04-04,Delivered,0,823963.25,Net90
4827,26,9,2023-11-10,2023-11-30,2023-12-01,Delivered,0,8909657.7,Net60
4828,21,9,2023-01-29,2023-02-10,2023-02-11,Delivered,0,11103615.88,Net90
4829,1,7,2024-06-21,2024-07-09,2024-07-16,Delivered,1,20081753.79,Immediate
4830,34,9,2023-04-20,2023-05-07,2023-05-06,Delivered,0,267552.88,Net90
4831,33,10,2024-06-16,2024-06-27,2024-06-29,Delivered,0,9544327.46,Net60
4832,38,9,2023-06-07,2023-06-15,2023-06-14,Delivered,0,3464738.18,Net90
4833,14,3,2022-11-18,2023-01-17,2023-01-18,Delivered,0,956542.92,Immediate
4834,7,6,2024-10-04,2024-11-11,2024-11-10,Delivered,0,1177473.2,Immediate
4835,62,1,2024-10-25,2024-11-25,2024-12-03,Delivered,1,610535.93,Net60
4836,11,9,2023-11-07,2023-11-13,2023-11-12,Delivered,0,32010897.7,Net90
4837,42,3,2022-02-06,2022-03-11,2022-03-11,Delivered,0,324629.37,Immediate
4838,12,7,2024-03-09,2024-03-17,2024-03-21,Delivered,1,502616.47,Net30
4839,37,4,2022-10-09,2022-11-01,2022-11-07,Delivered,1,10598061.97,Net90
4840,4,3,2023-02-17,2023-02-25,2023-03-09,Delivered,1,71159.88,Net30
4841,16,9,2023-08-20,2023-09-06,2023-09-08,Delivered,0,43630.71,Net30
4842,73,9,2024-11-21,2024-12-05,2024-12-05,Delivered,0,131275.7,Net90
4843,9,10,2022-05-25,2022-06-08,2022-06-09,Delivered,0,29347698.3,Net60
4844,39,10,2023-02-13,2023-03-08,2023-03-07,Delivered,0,10718528.85,Net60
4845,4,8,2023-12-18,2023-12-26,2023-12-27,Delivered,0,1111648.78,Net60
4846,73,4,2023-12-30,2024-01-15,2024-01-14,Delivered,0,25391636.75,Net90
4847,61,6,2022-01-02,2022-01-10,2022-01-11,Delivered,0,1312535.09,Immediate
4848,76,5,2024-07-15,2024-07-27,2024-07-26,Delivered,0,890617.11,Net90
4849,55,6,2022-07-10,2022-07-21,2022-07-21,Delivered,0,12259386.02,Net90
4850,8,3,2024-11-07,2024-12-03,2024-12-04,Delivered,0,1899337.48,Immediate
4851,27,2,2024-12-16,2025-01-04,,Pending,1,62789.5,Immediate
4852,80,1,2022-05-20,2022-05-31,2022-05-30,Delivered,0,934133.12,Immediate
4853,8,5,2023-09-20,2023-10-01,2023-10-15,Delivered,1,622497.73,Net60
4854,13,9,2023-11-07,2023-12-07,2023-12-07,Delivered,0,539827.26,Immediate
4855,4,8,2024-09-05,2024-09-19,2024-09-18,Delivered,0,968875.56,Net90
4856,49,2,2023-12-07,2023-12-14,2023-12-15,Delivered,0,19147.84,Net60
4857,54,2,2024-12-24,2025-02-19,,Pending,0,5876845.15,Immediate
4858,15,7,2024-09-07,2024-09-20,2024-09-21,Delivered,0,615989.5,Net30
4859,7,5,2023-04-25,2023-05-21,2023-05-21,Delivered,0,357007.36,Net60
4860,18,7,2024-03-28,2024-04-21,2024-04-21,Delivered,0,96979.98,Net90
4861,9,6,2024-06-16,2024-07-05,2024-07-06,Delivered,0,2151377.99,Net30
4862,25,9,2022-05-20,2022-06-16,2022-06-18,Delivered,0,2231667.09,Net60
4863,3,5,2024-11-13,2024-12-03,2024-12-03,Delivered,0,19586678.31,Net60
4864,52,8,2023-07-10,2023-07-26,2023-07-27,Delivered,0,22109912.42,Immediate
4865,25,3,2023-05-07,2023-05-27,2023-05-27,Delivered,0,110809.71,Net90
4866,11,8,2022-01-16,2022-01-23,2022-01-25,Delivered,0,3592810.97,Immediate
4867,77,8,2024-03-31,2024-04-11,2024-04-12,Delivered,0,368457.9,Net90
4868,1,1,2024-06-18,2024-08-03,2024-08-03,Delivered,0,2007479.93,Immediate
4869,23,10,2022-11-18,2022-11-29,2022-12-01,Delivered,0,262455.8,Immediate
4870,13,4,2023-02-09,2023-03-08,2023-03-12,Delivered,1,1000884.84,Immediate
4871,27,6,2024-04-30,2024-06-05,2024-06-12,Delivered,1,8944691.24,Immediate
4872,52,5,2024-09-09,2024-09-29,2024-09-28,Delivered,0,821127.42,Net60
4873,21,1,2022-09-15,2022-09-23,2022-09-25,Delivered,0,385955.14,Net30
4874,48,6,2023-07-03,2023-07-20,2023-07-22,Delivered,0,14418011.71,Net60
4875,66,4,2023-01-29,2023-02-08,2023-02-07,Delivered,0,162905.94,Net60
4876,50,7,2023-08-22,2023-09-17,2023-09-19,Delivered,0,212909.03,Immediate
4877,45,6,2022-07-16,2022-08-09,2022-08-10,Delivered,0,2862645.48,Net30
4878,60,1,2022-08-20,2022-09-06,2022-09-08,Delivered,0,1706469.2,Immediate
4879,12,5,2024-08-24,2024-09-01,2024-09-01,Delivered,0,21381.36,Net30
4880,20,2,2024-03-12,2024-04-06,2024-04-06,Delivered,0,1846521.76,Net90
4881,26,3,2022-11-27,2022-12-13,2022-12-13,Delivered,0,1136766.54,Net60
4882,42,10,2022-07-01,2022-08-09,2022-08-11,Delivered,0,2208341.46,Net90
4883,11,7,2024-07-08,2024-07-16,2024-07-18,Delivered,0,52344442.05,Net90
4884,80,3,2023-02-06,2023-02-16,2023-02-23,Delivered,1,90272.43,Net90
4885,44,7,2024-03-06,2024-03-23,2024-03-25,Delivered,0,1680312.85,Immediate
4886,49,9,2024-10-22,2024-11-01,2024-11-02,Delivered,0,31943354.49,Net30
4887,6,8,2022-03-04,2022-03-26,2022-03-26,Delivered,0,1460764.86,Net60
4888,1,3,2022-02-25,2022-03-14,2022-03-19,Delivered,1,2453553.5,Net60
4889,19,7,2022-06-06,2022-06-11,2022-06-12,Delivered,0,124097.72,Net90
4890,2,3,2022-04-13,2022-05-02,2022-05-02,Delivered,0,6147422.32,Net30
4891,14,10,2022-07-13,2022-08-10,2022-08-10,Delivered,0,13309254.38,Net90
4892,70,8,2022-01-06,2022-01-23,2022-01-24,Delivered,0,178595.63,Immediate
4893,40,2,2022-05-05,2022-05-31,2022-05-31,Delivered,0,191441.04,Net90
4894,66,10,2023-07-08,2023-07-17,2023-07-16,Delivered,0,1064016.18,Net90
4895,72,2,2023-03-09,2023-03-22,2023-03-23,Delivered,0,130239.12,Net30
4896,41,9,2022-09-03,2022-11-08,2022-11-08,Delivered,0,5721914.98,Immediate
4897,69,5,2022-04-07,2022-04-21,2022-04-23,Delivered,0,3372380.54,Net60
4898,60,2,2022-02-07,2022-02-25,2022-02-26,Delivered,0,4368889.51,Net30
4899,75,10,2022-02-25,2022-03-23,2022-03-22,Delivered,0,36126.46,Net60
4900,35,5,2024-05-02,2024-05-09,2024-05-09,Delivered,0,567581.4,Net90
4901,11,3,2024-10-06,2024-10-12,2024-10-24,Delivered,1,14564.1,Net60
4902,13,1,2023-11-17,2023-12-03,2023-12-02,Delivered,0,1313554.8,Net90
4903,75,1,2024-06-03,2024-06-27,2024-06-26,Delivered,0,207081.92,Net90
4904,34,7,2024-04-23,2024-05-09,2024-05-10,Delivered,0,66166.66,Immediate
4905,4,3,2023-03-07,2023-03-17,2023-03-18,Delivered,0,1421698.24,Net90
4906,62,2,2022-07-24,2022-08-10,2022-08-16,Delivered,1,69292.6,Net30
4907,33,9,2024-03-22,2024-04-08,2024-04-10,Delivered,0,3303827.26,Net90
4908,71,5,2024-10-29,2024-11-06,2024-11-05,Delivered,0,5758911.4,Net60
4909,50,10,2022-01-29,2022-02-10,2022-02-10,Delivered,0,6860874.8,Net60
4910,59,10,2022-04-03,2022-05-12,2022-05-16,Delivered,1,288560.66,Immediate
4911,73,4,2023-09-19,2023-10-01,2023-09-30,Delivered,0,1143537.91,Net90
4912,79,6,2022-02-15,2022-03-07,2022-03-06,Delivered,0,5364.71,Net30
4913,55,4,2022-05-28,2022-06-06,2022-06-08,Delivered,0,4064.84,Net30
4914,25,1,2023-07-20,2023-08-09,2023-08-08,Delivered,0,36250.08,Net90
4915,56,7,2024-11-02,2024-11-17,2024-12-01,Delivered,1,1558524.12,Net60
4916,35,2,2024-02-28,2024-03-07,2024-03-09,Delivered,0,685509.62,Immediate
4917,25,4,2022-05-06,2022-05-18,2022-05-18,Delivered,0,8708872.03,Net60
4918,56,6,2023-06-08,2023-06-15,2023-06-14,Delivered,0,805564.05,Net90
4919,34,10,2022-03-19,2022-04-09,2022-04-09,Delivered,0,966058.1,Immediate
4920,53,10,2024-04-25,2024-05-20,2024-05-19,Delivered,0,3377.22,Net30
4921,61,3,2022-05-12,2022-05-21,2022-05-20,Delivered,0,2443237.92,Net90
4922,5,8,2024-03-10,2024-03-26,2024-03-26,Delivered,0,394374.51,Net90
4923,25,2,2022-07-23,2022-08-08,2022-08-10,Delivered,0,73610.29,Net30
4924,15,5,2024-09-23,2024-10-04,2024-10-03,Delivered,0,289155.34,Net30
4925,12,7,2023-12-03,2023-12-12,2023-12-13,Delivered,0,248327.36,Net60
4926,28,6,2024-03-24,2024-04-03,2024-04-05,Delivered,0,1862161.32,Immediate
4927,61,9,2023-01-14,2023-01-27,2023-01-26,Delivered,0,2269481.55,Net90
4928,78,6,2024-08-01,2024-08-28,2024-08-27,Delivered,0,7391757.08,Net90
4929,43,6,2024-01-24,2024-02-08,2024-02-08,Delivered,0,275722.36,Immediate
4930,28,7,2023-02-11,2023-02-21,2023-02-22,Delivered,0,28609409.89,Net30
4931,56,2,2022-11-28,2022-12-04,2022-12-03,Delivered,0,661660.09,Net30
4932,32,10,2023-05-15,2023-07-15,2023-07-25,Delivered,1,553182.0,Net30
4933,35,10,2023-08-19,2023-08-29,2023-08-31,Delivered,0,18589690.14,Net30
4934,12,5,2022-10-11,2022-10-17,2022-10-16,Delivered,0,18152852.45,Net30
4935,8,8,2023-07-31,2023-08-18,2023-08-25,Delivered,1,1828769.13,Net30
4936,15,5,2024-01-31,2024-02-12,2024-02-12,Delivered,0,3191572.56,Immediate
4937,15,6,2022-04-19,2022-05-07,2022-05-09,Delivered,0,3662248.45,Immediate
4938,57,7,2023-01-12,2023-01-21,2023-01-23,Delivered,0,660429.97,Net90
4939,59,6,2022-02-01,2022-03-09,2022-03-11,Delivered,0,473624.33,Immediate
4940,11,9,2024-11-02,2024-11-07,2024-11-11,Delivered,1,4116641.44,Net90
4941,43,3,2023-01-12,2023-01-26,2023-01-31,Delivered,1,1367596.64,Net90
4942,18,3,2022-10-19,2022-11-02,2022-11-02,Delivered,0,560673.48,Net30
4943,2,8,2023-09-16,2023-10-02,2023-10-06,Delivered,1,4174864.69,Immediate
4944,79,10,2023-09-22,2023-10-12,2023-10-14,Delivered,0,305743.59,Net30
4945,15,1,2022-08-18,2022-09-03,2022-09-04,Delivered,0,4846.7,Net90
4946,68,8,2024-10-08,2024-10-17,2024-10-17,Delivered,0,8887333.26,Net90
4947,37,2,2024-01-26,2024-02-24,2024-03-04,Delivered,1,897408.14,Net60
4948,79,10,2023-09-12,2023-09-27,2023-09-28,Delivered,0,7785050.62,Net90
4949,6,1,2024-08-03,2024-08-25,2024-08-24,Delivered,0,12983474.2,Immediate
4950,73,2,2022-05-15,2022-05-22,2022-05-24,Delivered,0,469146.09,Net60
4951,7,5,2024-09-25,2024-10-22,2024-10-22,Delivered,0,17430174.56,Net60
4952,62,7,2024-04-11,2024-05-05,2024-05-16,Delivered,1,481380.71,Net30
4953,47,1,2024-04-13,2024-05-16,2024-05-16,Delivered,0,1512686.61,Immediate
4954,21,8,2024-11-26,2024-12-09,2024-12-09,Delivered,0,490360.8,Net30
4955,20,1,2024-11-23,2024-12-17,2024-12-16,Delivered,0,3550573.3,Net60
4956,27,3,2023-11-18,2023-12-10,2023-12-11,Delivered,0,66630045.11,Immediate
4957,38,5,2022-05-05,2022-05-17,2022-05-16,Delivered,0,3284264.9,Net30
4958,28,10,2022-05-26,2022-06-09,2022-06-10,Delivered,0,393605.9,Net30
4959,13,8,2023-01-11,2023-02-03,2023-02-17,Delivered,1,97886.0,Net90
4960,80,8,2023-12-02,2023-12-20,2023-12-20,Delivered,0,141075.2,Immediate
4961,77,6,2023-08-15,2023-09-02,2023-09-03,Delivered,0,2868477.12,Net90
4962,27,7,2023-03-19,2023-05-14,2023-05-13,Delivered,0,39213.57,Net30
4963,62,9,2022-01-08,2022-02-02,2022-02-12,Delivered,1,150343.44,Net30
4964,23,10,2023-07-25,2023-08-12,2023-08-14,Delivered,0,1609316.63,Net90
4965,43,10,2022-03-10,2022-03-22,2022-03-22,Delivered,0,24371118.34,Net60
4966,80,7,2023-01-03,2023-01-12,2023-01-14,Delivered,0,138528.24,Immediate
4967,66,8,2022-08-21,2022-08-29,2022-08-30,Delivered,0,2289432.94,Net60
4968,13,5,2024-03-23,2024-04-09,2024-04-23,Delivered,1,318300.29,Net60
4969,16,4,2022-03-09,2022-03-24,2022-03-26,Delivered,0,432805.42,Net60
4970,40,1,2023-05-17,2023-07-13,2023-07-15,Delivered,0,3465661.43,Immediate
4971,53,4,2022-02-26,2022-03-12,2022-03-12,Delivered,0,9040127.68,Net90
4972,71,9,2022-12-31,2023-01-04,2023-01-03,Delivered,0,500298.5,Net30
4973,48,4,2024-07-21,2024-08-06,2024-08-17,Delivered,1,31064447.1,Net60
4974,45,3,2024-03-30,2024-04-16,2024-04-18,Delivered,0,17906634.04,Immediate
4975,7,4,2024-12-21,2025-01-30,,Pending,0,2950080.0,Net60
4976,3,1,2022-03-09,2022-03-31,2022-04-12,Delivered,1,981621.54,Net90
4977,43,3,2022-12-03,2022-12-17,2022-12-18,Delivered,0,400122.95,Net30
4978,58,5,2024-03-25,2024-04-26,2024-05-07,Delivered,1,1729677.61,Net90
4979,20,8,2022-08-13,2022-09-07,2022-09-09,Delivered,0,21052715.6,Net60
4980,61,1,2024-08-14,2024-08-28,2024-08-30,Delivered,0,49273.42,Net90
4981,59,5,2024-02-20,2024-03-08,2024-03-07,Delivered,0,2945899.84,Immediate
4982,68,4,2024-01-22,2024-01-28,2024-01-27,Delivered,0,25808800.44,Net30
4983,78,7,2022-12-08,2022-12-30,2022-12-29,Delivered,0,935748.52,Net60
4984,72,7,2023-05-02,2023-05-15,2023-05-16,Delivered,0,1271792.43,Immediate
4985,7,5,2022-01-20,2022-02-06,2022-02-05,Delivered,0,2954809.72,Immediate
4986,14,6,2023-04-27,2023-05-25,2023-05-24,Delivered,0,8898341.06,Net90
4987,7,4,2022-12-17,2023-02-14,2023-02-26,Delivered,1,3626894.2,Net60
4988,66,1,2022-10-18,2022-10-28,2022-10-29,Delivered,0,6279075.74,Immediate
4989,39,2,2022-06-27,2022-07-15,2022-07-17,Delivered,0,3750254.16,Net60
4990,12,9,2024-06-11,2024-06-18,2024-06-18,Delivered,0,797281.17,Net60
4991,64,7,2024-08-24,2024-09-19,2024-09-20,Delivered,0,2898313.82,Immediate
4992,3,3,2024-02-23,2024-03-16,2024-03-19,Delivered,1,314508.87,Net30
4993,50,9,2022-02-21,2022-03-05,2022-03-07,Delivered,0,429841.6,Net60
4994,80,1,2024-04-17,2024-05-04,2024-05-14,Delivered,1,14629911.54,Net60
4995,74,8,2024-07-15,2024-08-02,2024-08-01,Delivered,0,14178152.84,Immediate
4996,66,5,2023-04-12,2023-04-20,2023-04-22,Delivered,0,4688107.64,Net90
4997,47,2,2022-11-20,2022-12-18,2022-12-18,Delivered,0,307052.46,Net60
4998,61,10,2022-10-17,2022-11-02,2022-11-12,Delivered,1,3546108.07,Net30
4999,27,5,2024-05-02,2024-06-08,2024-06-23,Delivered,1,1059319.04,Net30
5000,32,4,2023-06-23,2023-07-23,2023-07-28,Delivered,1,594794.21,Net60
5001,43,6,2024-09-18,2024-10-06,2024-10-08,Delivered,0,396439.96,Immediate
5002,44,7,2023-01-03,2023-01-12,2023-01-27,Delivered,1,422114.49,Net30
5003,4,1,2022-07-17,2022-07-30,2022-07-30,Delivered,0,1294106.92,Immediate
5004,50,9,2023-06-04,2023-06-22,2023-07-05,Delivered,1,653736.6,Net30
5005,35,1,2024-03-28,2024-04-05,2024-04-06,Delivered,0,1044107.25,Immediate
5006,57,9,2024-05-22,2024-06-05,2024-06-19,Delivered,1,973813.75,Immediate
5007,31,4,2024-03-20,2024-04-05,2024-04-07,Delivered,0,740454.26,Net30
5008,78,5,2023-03-11,2023-04-20,2023-05-04,Delivered,1,17550622.23,Net90
5009,10,1,2024-01-18,2024-02-06,2024-02-06,Delivered,0,14302365.36,Immediate
5010,74,4,2024-05-11,2024-05-27,2024-05-26,Delivered,0,1567214.81,Immediate
5011,76,8,2022-05-06,2022-05-25,2022-06-03,Delivered,1,3284451.06,Net90
5012,63,6,2022-08-02,2022-08-15,2022-08-14,Delivered,0,1072169.7,Net90
5013,18,9,2022-11-14,2022-12-01,2022-12-10,Delivered,1,1976228.4,Immediate
5014,51,2,2024-08-19,2024-09-11,2024-09-12,Delivered,0,212595.21,Net60
5015,10,9,2023-09-10,2023-09-20,2023-09-22,Delivered,0,2250722.25,Net30
5016,31,7,2023-04-22,2023-05-02,2023-05-04,Delivered,0,51231.69,Net60
5017,46,5,2024-01-19,2024-02-03,2024-02-04,Delivered,0,878568.16,Immediate
5018,66,1,2022-07-27,2022-07-31,2022-08-01,Delivered,0,77623.2,Immediate
5019,5,1,2023-02-18,2023-03-11,2023-03-11,Delivered,0,504325.48,Net30
5020,3,9,2024-02-19,2024-03-05,2024-03-06,Delivered,0,311393.28,Net90
5021,9,10,2023-06-18,2023-08-20,2023-08-20,Delivered,0,847823.34,Immediate
5022,49,5,2022-10-16,2022-10-29,2022-10-31,Delivered,0,5859839.02,Net90
5023,24,9,2023-11-30,2023-12-26,2023-12-26,Delivered,0,159384.74,Immediate
5024,21,4,2022-07-24,2022-08-06,2022-08-05,Delivered,0,573732.6,Net60
5025,72,1,2022-08-07,2022-08-20,2022-08-22,Delivered,0,531237.92,Immediate
5026,35,9,2022-08-16,2022-08-31,2022-09-01,Delivered,0,66771.09,Net30
5027,43,4,2024-05-29,2024-06-25,2024-06-25,Delivered,0,140402.9,Net60
5028,78,10,2024-02-23,2024-04-04,2024-04-06,Delivered,0,17293140.74,Net60
5029,49,4,2022-08-10,2022-08-20,2022-08-21,Delivered,0,808699.9,Immediate
5030,47,10,2024-07-03,2024-08-13,2024-08-24,Delivered,1,2544804.44,Immediate
5031,74,10,2024-06-27,2024-07-12,2024-07-14,Delivered,0,842693.45,Net30
5032,42,3,2022-08-28,2022-10-24,2022-10-28,Delivered,1,3353781.88,Net90
5033,74,10,2024-03-11,2024-03-30,2024-03-31,Delivered,0,6491513.61,Net60
5034,54,3,2024-08-12,2024-08-27,2024-09-04,Delivered,1,2343674.46,Net90
5035,23,1,2022-09-23,2022-10-09,2022-10-08,Delivered,0,1277270.42,Net30
5036,36,10,2023-03-23,2023-04-02,2023-04-02,Delivered,0,216083.73,Immediate
5037,27,7,2024-09-22,2024-10-19,2024-10-19,Delivered,0,2122607.44,Net30
5038,63,1,2024-08-06,2024-08-19,2024-08-19,Delivered,0,905049.64,Net60
5039,62,8,2022-10-18,2022-11-10,2022-11-10,Delivered,0,503779.89,Immediate
5040,9,4,2022-07-18,2022-07-30,2022-08-01,Delivered,0,173681.06,Net90
5041,52,1,2023-12-12,2024-01-02,2024-01-03,Delivered,0,973782.33,Net90
5042,23,10,2024-10-26,2024-11-18,2024-11-25,Delivered,1,3672488.89,Net30
5043,25,7,2024-08-03,2024-08-26,2024-08-27,Delivered,0,225150.24,Net60
5044,68,1,2023-09-05,2023-09-16,2023-09-15,Delivered,0,89908.38,Net90
5045,8,10,2023-09-27,2023-10-20,2023-10-29,Delivered,1,1712903.6,Net90
5046,54,10,2024-10-09,2024-11-19,2024-12-03,Delivered,1,8674862.06,Net30
5047,10,2,2023-02-16,2023-03-01,2023-03-03,Delivered,0,103762.14,Immediate
5048,77,9,2024-09-27,2024-10-10,2024-10-09,Delivered,0,1627119.06,Net30
5049,14,8,2023-08-03,2023-08-30,2023-09-14,Delivered,1,1366830.08,Net30
5050,74,6,2022-05-09,2022-05-23,2022-05-23,Delivered,0,1764668.57,Net60
5051,74,8,2022-02-28,2022-03-08,2022-03-09,Delivered,0,114520.03,Immediate
5052,63,10,2023-06-10,2023-06-23,2023-06-25,Delivered,0,6633919.36,Net60
5053,25,2,2023-05-08,2023-05-27,2023-05-26,Delivered,0,10334818.05,Net90
5054,56,9,2023-10-04,2023-10-14,2023-10-15,Delivered,0,1789090.77,Net60
5055,79,10,2023-09-22,2023-10-15,2023-10-16,Delivered,0,135021.7,Net90
5056,44,7,2023-02-14,2023-03-03,2023-03-04,Delivered,0,94649.2,Immediate
5057,44,3,2022-04-11,2022-04-23,2022-04-24,Delivered,0,1967642.93,Net60
5058,8,6,2024-01-20,2024-02-11,2024-02-12,Delivered,0,200294.64,Immediate
5059,44,6,2023-02-03,2023-02-13,2023-02-13,Delivered,0,214041.38,Immediate
5060,58,10,2022-08-16,2022-09-14,2022-09-13,Delivered,0,1081601.22,Net30
5061,77,6,2024-06-07,2024-06-25,2024-06-25,Delivered,0,37930673.49,Net30
5062,21,6,2022-06-23,2022-07-05,2022-07-04,Delivered,0,1552313.92,Net60
5063,28,2,2024-03-28,2024-04-18,2024-04-17,Delivered,0,29108.64,Net90
5064,67,3,2024-07-10,2024-08-02,2024-08-03,Delivered,0,2466924.25,Net30
5065,21,2,2023-01-23,2023-02-01,2023-02-03,Delivered,0,1744063.38,Immediate
5066,11,8,2022-11-29,2022-12-06,2022-12-11,Delivered,1,141816.92,Net60
5067,27,9,2022-05-25,2022-07-04,2022-07-16,Delivered,1,690696.0,Net60
5068,40,10,2024-01-18,2024-03-22,2024-03-23,Delivered,0,16879.5,Immediate
5069,73,2,2024-09-11,2024-09-20,2024-09-20,Delivered,0,577729.1,Net90
5070,24,9,2022-04-18,2022-05-15,2022-05-17,Delivered,0,2153504.28,Net90
5071,78,6,2023-12-08,2023-12-31,2024-01-03,Delivered,1,210818.4,Net90
5072,17,4,2023-09-28,2023-10-09,2023-10-10,Delivered,0,101692.47,Net90
5073,2,1,2022-04-27,2022-05-15,2022-05-17,Delivered,0,5002311.21,Net60
5074,47,7,2022-07-30,2022-09-02,2022-09-14,Delivered,1,27356225.45,Net60
5075,12,6,2022-06-02,2022-06-06,2022-06-06,Delivered,0,375404.04,Net60
5076,76,9,2024-09-23,2024-10-03,2024-10-02,Delivered,0,2115756.49,Immediate
5077,49,6,2023-11-01,2023-11-17,2023-11-16,Delivered,0,1933610.02,Net30
5078,78,6,2024-10-08,2024-11-01,2024-11-01,Delivered,0,68058.2,Net60
5079,52,9,2022-11-21,2022-12-04,2022-12-06,Delivered,0,6120431.5,Net60
5080,67,6,2024-09-28,2024-10-15,2024-10-21,Delivered,1,7424271.1,Net90
5081,34,10,2022-12-29,2023-01-20,2023-01-22,Delivered,0,1342669.99,Net90
5082,73,8,2022-03-09,2022-03-22,2022-03-23,Delivered,0,322177.48,Net90
5083,67,6,2024-10-17,2024-11-04,2024-11-06,Delivered,0,1401718.62,Net60
5084,57,3,2023-12-16,2023-12-31,2024-01-01,Delivered,0,42628622.56,Net90
