shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type
8241,10282,5,Delhivery,2024-07-24,2024-07-30,2024-08-03,0,10,East,Delivered,Van
8242,10283,3,DTDC,2024-09-16,2024-09-22,2024-09-28,0,12,North,Delivered,Rail
8243,10284,6,FedEx,2023-04-25,2023-04-30,2023-05-02,0,7,West,Delivered,Truck
8244,10286,6,DTDC,2023-04-17,2023-04-25,2023-04-20,0,3,East,Delivered,Rail
8245,10287,1,Delhivery,2023-07-22,2023-07-26,2023-08-03,1,12,Central,Delivered,Air
8246,10288,2,Ekart,2024-05-20,2024-05-26,2024-05-30,1,10,South,Delivered,Truck
8247,10289,4,DHL,2024-07-03,2024-07-12,2024-07-08,0,5,North,Delivered,Truck
8248,10290,7,DTDC,2024-04-22,2024-05-02,2024-04-27,0,5,West,Delivered,Van
8249,10291,3,DTDC,2023-05-20,2023-05-26,2023-05-29,0,9,Central,Delivered,Air
8250,10292,5,Ekart,2022-02-09,2022-02-14,2022-02-14,0,5,South,Delivered,Van
8251,10293,4,BlueDart,2023-08-19,2023-08-28,2023-08-31,0,12,East,Delivered,Rail
8252,10294,5,Delhivery,2023-02-25,2023-03-02,2023-03-09,0,12,West,Delivered,Truck
8253,10295,5,Ekart,2022-07-17,2022-07-23,2022-07-28,1,11,East,Delivered,Rail
8254,10296,2,Delhivery,2024-09-29,2024-10-03,2024-10-11,0,12,South,Delivered,Air
8255,10298,3,FedEx,2023-01-11,2023-01-18,2023-01-21,1,10,East,Delivered,Air
8256,10301,10,FedEx,2022-04-15,2022-04-21,2022-04-26,0,11,North,Delivered,Air
8257,10302,9,Delhivery,2022-05-02,2022-05-05,2022-05-09,0,7,North,Delivered,Truck
8258,10303,2,BlueDart,2023-11-21,2023-11-30,2023-11-28,0,7,North,Delivered,Rail
8259,10304,6,DHL,2022-10-02,2022-10-10,2022-10-06,0,4,Central,Delivered,Rail
8260,10305,8,BlueDart,2022-09-28,2022-10-01,2022-10-19,1,21,Central,Delivered,Van
8261,10306,1,FedEx,2024-08-22,2024-08-25,2024-09-03,0,12,South,Delivered,Air
8262,10307,4,DHL,2024-07-01,2024-07-07,2024-07-06,0,5,East,Delivered,Van
8263,10308,1,FedEx,2023-01-16,2023-01-24,2023-01-28,0,12,South,Delivered,Van
8264,10309,8,BlueDart,2023-12-14,2023-12-17,2023-12-18,0,4,East,Delivered,Air
8265,10310,9,FedEx,2023-10-08,2023-10-12,2023-10-17,0,9,West,Delivered,Van
8266,10312,6,FedEx,2022-08-20,2022-08-23,2022-08-30,0,10,East,Delivered,Van
8267,10313,7,FedEx,2024-03-19,2024-03-26,2024-03-29,0,10,West,Delivered,Air
8268,10314,6,BlueDart,2024-08-28,2024-09-02,2024-09-05,0,8,North,Delivered,Air
8269,10315,5,Ekart,2022-12-30,2023-01-08,2023-01-07,1,8,East,Delivered,Air
8270,10316,8,FedEx,2022-06-08,2022-06-11,2022-06-20,0,12,East,Delivered,Air
8271,10317,2,DHL,2022-12-19,2022-12-22,2022-12-27,0,8,South,Delivered,Rail
8272,10318,9,BlueDart,2024-02-01,2024-02-05,2024-02-07,0,6,North,Delivered,Van
8273,10319,9,Delhivery,2022-05-31,2022-06-10,2022-06-06,0,6,South,Delivered,Truck
8274,10320,6,Delhivery,2022-01-29,2022-02-08,2022-02-10,0,12,Central,Delivered,Van
8275,10321,5,Delhivery,2022-12-24,2022-12-29,2023-01-10,1,17,Central,Delivered,Truck
8276,10322,3,DHL,2024-02-11,2024-02-14,2024-02-15,0,4,South,Delivered,Air
8277,10323,3,FedEx,2022-05-30,2022-06-03,2022-06-08,1,9,Central,Delivered,Air
8278,10324,7,Ekart,2024-02-07,2024-02-11,2024-02-12,0,5,East,Delivered,Van
8279,10325,8,BlueDart,2024-08-23,2024-09-01,2024-08-26,0,3,Central,Delivered,Air
8280,10326,1,BlueDart,2024-12-28,2025-01-06,2025-01-01,0,4,North,Delivered,Truck
8281,10329,4,BlueDart,2024-06-20,2024-06-25,2024-06-27,0,7,South,Delivered,Rail
8282,10330,2,FedEx,2023-01-17,2023-01-21,2023-01-27,0,10,Central,Delivered,Truck
8283,10331,6,DHL,2024-06-05,2024-06-15,2024-06-10,0,5,East,Delivered,Truck
8284,10333,8,DHL,2023-05-27,2023-06-05,2023-06-03,0,7,West,Delivered,Air
8285,10334,10,BlueDart,2022-04-14,2022-04-18,2022-04-25,0,11,North,Delivered,Truck
8286,10335,10,Ekart,2022-09-16,2022-09-24,2022-09-21,0,5,East,Delivered,Van
8287,10336,2,BlueDart,2024-02-11,2024-02-21,2024-02-22,0,11,North,Delivered,Van
8288,10337,3,DHL,2022-07-31,2022-08-03,2022-08-09,0,9,West,Delivered,Rail
8289,10338,10,DHL,2022-07-08,2022-07-11,2022-07-18,0,10,North,Delivered,Air
8290,10339,2,BlueDart,2022-06-06,2022-06-15,2022-06-11,0,5,South,Delivered,Truck
8291,10341,4,FedEx,2022-08-14,2022-08-21,2022-08-23,0,9,South,Delivered,Van
8292,10342,8,Delhivery,2022-10-08,2022-10-12,2022-10-15,0,7,West,Delivered,Rail
8293,10343,6,DHL,2023-06-02,2023-06-10,2023-06-13,0,11,West,Delivered,Truck
8294,10344,2,BlueDart,2023-05-08,2023-05-13,2023-05-19,0,11,North,Delivered,Van
8295,10345,5,DHL,2024-07-15,2024-07-19,2024-07-26,0,11,Central,Delivered,Truck
8296,10347,1,DHL,2022-12-31,2023-01-07,2023-01-09,0,9,West,Delivered,Rail
8297,10349,8,FedEx,2024-03-02,2024-03-08,2024-03-07,0,5,Central,Delivered,Truck
8298,10350,4,DHL,2022-03-26,2022-03-29,2022-03-29,0,3,West,Delivered,Truck
8299,10352,8,Ekart,2024-02-07,2024-02-11,2024-02-15,0,8,North,Delivered,Van
8300,10353,1,DHL,2024-04-07,2024-04-15,2024-04-16,0,9,South,Delivered,Van
8301,10355,9,DTDC,2024-03-09,2024-03-13,2024-03-14,0,5,Central,Delivered,Rail
8302,10357,1,BlueDart,2023-06-14,2023-06-23,2023-06-20,0,6,South,Delivered,Truck
8303,10358,10,DHL,2022-08-12,2022-08-18,2022-08-15,0,3,North,Delivered,Air
8304,10359,4,Ekart,2024-03-22,2024-03-29,2024-03-26,0,4,East,Delivered,Van
8305,10360,1,DTDC,2022-01-07,2022-01-13,2022-01-10,0,3,North,Delivered,Van
8306,10361,5,DTDC,2022-10-22,2022-10-25,2022-10-30,0,8,North,Delivered,Rail
8307,10364,8,BlueDart,2024-11-16,2024-11-25,2024-11-26,0,10,North,Delivered,Truck
8308,10365,10,DHL,2022-01-21,2022-01-26,2022-02-02,0,12,South,Delivered,Truck
8309,10368,9,Delhivery,2024-04-03,2024-04-09,2024-04-13,0,10,South,Delivered,Air
8310,10369,4,DTDC,2022-03-22,2022-03-26,2022-03-31,1,9,West,Delivered,Van
8311,10370,10,DTDC,2022-07-30,2022-08-09,2022-08-11,0,12,Central,Delivered,Truck
8312,10372,2,DHL,2023-03-24,2023-03-28,2023-04-04,0,11,Central,Delivered,Rail
8313,10373,1,BlueDart,2022-08-31,2022-09-07,2022-09-09,0,9,South,Delivered,Van
8314,10374,6,Delhivery,2022-02-25,2022-03-02,2022-03-05,1,8,East,Delivered,Rail
8315,10375,2,Ekart,2022-11-25,2022-12-04,2022-11-29,0,4,West,Delivered,Rail
8316,10376,8,Delhivery,2022-09-11,2022-09-18,2022-09-18,0,7,North,Delivered,Van
8317,10377,3,BlueDart,2024-11-02,2024-11-08,2024-11-09,0,7,East,Delivered,Air
8318,10378,10,Ekart,2024-10-30,2024-11-06,2024-11-09,0,10,North,Delivered,Truck
8319,10379,1,BlueDart,2022-06-18,2022-06-27,2022-06-25,0,7,North,Delivered,Van
8320,10380,9,FedEx,2024-10-08,2024-10-12,2024-10-14,0,6,South,Delivered,Air
8321,10382,3,Ekart,2023-06-29,2023-07-06,2023-07-09,0,10,North,Delivered,Rail
8322,10384,2,DHL,2022-08-19,2022-08-26,2022-08-30,0,11,West,Delivered,Rail
8323,10385,8,DHL,2024-03-13,2024-03-20,2024-03-18,0,5,West,Delivered,Van
8324,10386,3,Ekart,2022-09-12,2022-09-20,2022-09-20,0,8,North,Delivered,Van
8325,10387,5,Ekart,2022-07-27,2022-08-05,2022-08-02,0,6,North,Delivered,Truck
8326,10388,3,DHL,2022-03-16,2022-03-22,2022-03-27,1,11,East,Delivered,Air
8327,10390,10,DHL,2023-01-08,2023-01-15,2023-01-16,0,8,North,Delivered,Truck
8328,10391,8,Ekart,2022-10-10,2022-10-17,2022-10-19,0,9,South,Delivered,Rail
8329,10392,4,DTDC,2023-04-28,2023-05-06,2023-05-05,0,7,South,Delivered,Air
8330,10394,5,Ekart,2024-01-30,2024-02-03,2024-02-09,0,10,West,Delivered,Rail
8331,10395,6,DTDC,2024-02-10,2024-02-13,2024-02-15,0,5,South,Delivered,Truck
8332,10397,6,DTDC,2024-05-17,2024-05-20,2024-05-20,0,3,Central,Delivered,Rail
8333,10398,8,FedEx,2022-11-14,2022-11-17,2022-11-19,0,5,West,Delivered,Air
8334,10400,5,BlueDart,2022-03-21,2022-03-29,2022-03-26,0,5,North,Delivered,Rail
8335,10401,3,DHL,2023-08-26,2023-08-30,2023-08-29,0,3,West,Delivered,Van
8336,10402,9,BlueDart,2023-03-03,2023-03-09,2023-03-11,0,8,West,Delivered,Van
8337,10403,6,FedEx,2023-05-18,2023-05-28,2023-05-28,0,10,West,Delivered,Truck
8338,10405,8,Delhivery,2022-02-05,2022-02-10,2022-02-12,0,7,West,Delivered,Van
8339,10406,3,Delhivery,2023-07-02,2023-07-06,2023-07-05,0,3,North,Delivered,Air
8340,10407,4,FedEx,2023-06-24,2023-06-27,2023-07-03,0,9,East,Delivered,Truck
8341,10408,5,DHL,2024-11-11,2024-11-15,2024-11-14,0,3,South,Delivered,Van
8342,10409,1,DHL,2023-12-08,2023-12-15,2023-12-19,0,11,North,Delivered,Rail
8343,10411,2,Delhivery,2024-09-06,2024-09-16,2024-09-14,0,8,West,Delivered,Air
8344,10412,7,BlueDart,2022-11-09,2022-11-12,2022-11-13,0,4,Central,Delivered,Van
8345,10413,5,FedEx,2022-07-14,2022-07-23,2022-07-26,0,12,East,Delivered,Van
8346,10414,4,BlueDart,2024-05-21,2024-05-27,2024-05-24,0,3,West,Delivered,Van
8347,10415,6,Delhivery,2023-11-01,2023-11-06,2023-11-12,1,11,North,Delivered,Air
8348,10416,9,Delhivery,2024-02-04,2024-02-14,2024-02-13,0,9,East,Delivered,Truck
8349,10417,4,Delhivery,2024-06-05,2024-06-12,2024-06-17,0,12,North,Delivered,Truck
8350,10418,5,Ekart,2022-08-23,2022-09-01,2022-08-30,0,7,East,Delivered,Van
8351,10419,5,FedEx,2023-10-07,2023-10-14,2023-10-11,0,4,North,Delivered,Van
8352,10420,8,DHL,2023-02-20,2023-02-28,2023-03-03,0,11,North,Delivered,Rail
8353,10423,6,DTDC,2023-08-01,2023-08-07,2023-08-13,0,12,North,Delivered,Rail
8354,10424,2,FedEx,2023-03-08,2023-03-13,2023-03-12,0,4,South,Delivered,Air
8355,10425,10,Ekart,2023-09-21,2023-09-28,2023-10-02,0,11,North,Delivered,Van
8356,10427,5,DHL,2022-09-06,2022-09-13,2022-09-15,0,9,West,Delivered,Rail
8357,10428,8,FedEx,2022-04-07,2022-04-12,2022-04-18,0,11,West,Delivered,Rail
8358,10429,3,DHL,2024-08-13,2024-08-16,2024-08-23,0,10,West,Delivered,Rail
8359,10430,1,Delhivery,2022-06-13,2022-06-20,2022-06-16,0,3,East,Delivered,Rail
8360,10431,6,FedEx,2023-05-01,2023-05-08,2023-05-04,0,3,West,Delivered,Air
8361,10432,5,DHL,2023-08-01,2023-08-11,2023-08-06,0,5,North,Delivered,Truck
8362,10433,2,BlueDart,2023-05-22,2023-05-26,2023-06-02,0,11,East,Delivered,Rail
8363,10434,6,FedEx,2022-10-11,2022-10-19,2022-10-19,0,8,South,Delivered,Van
8364,10435,6,Delhivery,2023-06-28,2023-07-04,2023-07-09,0,11,Central,Delivered,Van
8365,10436,10,DTDC,2022-03-24,2022-04-03,2022-03-27,0,3,North,Delivered,Van
8366,10437,2,DHL,2022-10-22,2022-10-26,2022-10-31,0,9,East,Delivered,Van
8367,10438,7,FedEx,2022-07-21,2022-07-29,2022-07-29,0,8,North,Delivered,Rail
8368,10439,9,Delhivery,2023-08-22,2023-08-28,2023-08-29,0,7,North,Delivered,Air
8369,10441,1,Delhivery,2022-03-06,2022-03-12,2022-03-13,0,7,North,Delivered,Truck
8370,10443,9,BlueDart,2023-04-02,2023-04-11,2023-04-18,1,16,East,Delivered,Truck
8371,10444,5,DTDC,2024-07-21,2024-07-25,2024-08-01,0,11,North,Delivered,Air
8372,10445,9,FedEx,2022-05-19,2022-05-24,2022-05-29,0,10,South,Delivered,Rail
8373,10446,1,Delhivery,2023-06-25,2023-06-30,2023-06-30,0,5,South,Delivered,Van
8374,10448,10,Delhivery,2023-11-13,2023-11-23,2023-11-16,0,3,North,Delivered,Rail
8375,10450,3,Delhivery,2023-10-10,2023-10-19,2023-10-14,0,4,Central,Delivered,Truck
8376,10451,6,Delhivery,2024-04-22,2024-05-02,2024-04-27,0,5,Central,Delivered,Truck
8377,10452,7,FedEx,2022-04-26,2022-05-06,2022-05-04,0,8,Central,Delivered,Truck
8378,10454,9,DHL,2024-01-03,2024-01-13,2024-01-18,1,15,Central,Delivered,Van
8379,10456,3,DHL,2023-02-24,2023-02-27,2023-02-28,0,4,Central,Delivered,Rail
8380,10457,2,Delhivery,2024-04-10,2024-04-13,2024-04-15,0,5,North,Delivered,Truck
8381,10458,9,Delhivery,2023-01-19,2023-01-28,2023-01-26,0,7,East,Delivered,Rail
8382,10459,6,DTDC,2022-09-09,2022-09-15,2022-09-20,0,11,West,Delivered,Truck
8383,10460,6,DTDC,2023-12-30,2024-01-02,2024-01-09,0,10,Central,Delivered,Rail
8384,10462,2,Ekart,2023-08-23,2023-08-29,2023-09-03,0,11,South,Delivered,Van
8385,10463,4,FedEx,2023-06-15,2023-06-20,2023-06-22,0,7,West,Delivered,Truck
8386,10466,10,Delhivery,2022-08-13,2022-08-23,2022-08-17,0,4,South,Delivered,Van
8387,10468,5,DHL,2023-06-12,2023-06-21,2023-06-18,0,6,West,Delivered,Van
8388,10469,5,DTDC,2024-07-15,2024-07-20,2024-07-23,0,8,East,Delivered,Van
8389,10470,10,FedEx,2024-08-09,2024-08-12,2024-08-21,0,12,Central,Delivered,Truck
8390,10471,1,FedEx,2023-01-31,2023-02-07,2023-02-12,0,12,East,Delivered,Air
8391,10472,2,DHL,2022-04-03,2022-04-07,2022-04-07,0,4,West,Delivered,Air
8392,10473,2,DHL,2022-01-13,2022-01-22,2022-01-25,0,12,South,Delivered,Rail
8393,10474,3,FedEx,2023-05-28,2023-06-04,2023-06-07,0,10,North,Delivered,Van
8394,10475,7,Delhivery,2022-08-04,2022-08-08,2022-08-14,0,10,East,Delivered,Van
8395,10476,1,FedEx,2023-04-11,2023-04-20,2023-04-17,0,6,Central,Delivered,Air
8396,10477,10,FedEx,2024-07-04,2024-07-09,2024-07-09,0,5,West,Delivered,Rail
8397,10478,5,Ekart,2023-02-26,2023-03-04,2023-03-07,0,9,South,Delivered,Air
8398,10479,2,FedEx,2022-05-13,2022-05-22,2022-06-04,1,22,East,Delivered,Rail
8399,10480,2,DHL,2024-12-17,2024-12-23,2024-12-22,0,5,East,Delivered,Van
8400,10482,3,FedEx,2024-08-20,2024-08-30,2024-08-28,0,8,North,Delivered,Air
8401,10483,9,DHL,2023-04-22,2023-04-26,2023-05-03,0,11,West,Delivered,Rail
8402,10484,8,Delhivery,2022-07-20,2022-07-29,2022-07-31,1,11,Central,Delivered,Truck
8403,10485,2,DTDC,2022-11-05,2022-11-15,2022-11-16,0,11,West,Delivered,Air
8404,10486,1,DTDC,2023-12-07,2023-12-15,2023-12-19,1,12,West,Delivered,Truck
8405,10487,5,Ekart,2023-11-09,2023-11-16,2023-11-14,0,5,Central,Delivered,Air
8406,10488,3,Ekart,2023-09-01,2023-09-09,2023-09-08,0,7,North,Delivered,Van
8407,10490,9,DTDC,2022-06-30,2022-07-10,2022-07-07,0,7,East,Delivered,Air
8408,10491,6,BlueDart,2022-03-11,2022-03-18,2022-03-23,1,12,Central,Delivered,Van
8409,10494,1,BlueDart,2024-12-26,2024-12-31,2025-01-05,0,10,South,Delivered,Air
8410,10495,1,Ekart,2023-05-23,2023-06-01,2023-05-31,0,8,West,Delivered,Van
8411,10497,9,BlueDart,2024-09-12,2024-09-15,2024-09-23,1,11,East,Delivered,Truck
8412,10498,10,DTDC,2023-06-18,2023-06-28,2023-06-26,0,8,Central,Delivered,Van
8413,10499,2,Delhivery,2023-11-11,2023-11-16,2023-11-23,0,12,South,Delivered,Rail
8414,10500,1,Delhivery,2024-08-09,2024-08-16,2024-08-15,0,6,East,Delivered,Rail
8415,10501,5,Ekart,2024-04-15,2024-04-20,2024-04-26,0,11,South,Delivered,Truck
8416,10502,10,FedEx,2022-08-17,2022-08-26,2022-08-29,0,12,West,Delivered,Truck
8417,10503,8,Delhivery,2023-04-11,2023-04-21,2023-04-22,0,11,North,Delivered,Van
8418,10504,10,BlueDart,2023-08-12,2023-08-20,2023-08-18,0,6,West,Delivered,Truck
8419,10505,4,Delhivery,2023-11-01,2023-11-08,2023-11-07,0,6,West,Delivered,Truck
8420,10506,8,DTDC,2022-10-30,2022-11-08,2022-11-06,0,7,East,Delivered,Truck
8421,10507,7,FedEx,2023-09-19,2023-09-25,2023-09-24,0,5,North,Delivered,Rail
8422,10509,10,FedEx,2023-06-12,2023-06-19,2023-06-20,0,8,West,Delivered,Air
8423,10510,6,Delhivery,2024-11-17,2024-11-25,2024-11-26,0,9,West,Delivered,Truck
8424,10511,4,Ekart,2022-02-21,2022-02-28,2022-03-01,1,8,Central,Delivered,Air
8425,10512,4,DHL,2024-10-26,2024-11-01,2024-11-09,1,14,North,Delivered,Air
8426,10513,7,Delhivery,2023-01-23,2023-01-29,2023-01-30,0,7,West,Delivered,Rail
8427,10514,8,FedEx,2023-04-05,2023-04-10,2023-04-17,1,12,Central,Delivered,Van
8428,10515,5,DHL,2024-07-20,2024-07-28,2024-07-24,0,4,North,Delivered,Van
8429,10516,4,DTDC,2022-01-29,2022-02-01,2022-02-10,0,12,South,Delivered,Air
8430,10517,9,Delhivery,2022-08-09,2022-08-13,2022-08-14,0,5,North,Delivered,Rail
8431,10518,3,DTDC,2024-03-01,2024-03-06,2024-03-22,1,21,South,Delivered,Rail
8432,10519,1,FedEx,2023-01-14,2023-01-18,2023-02-02,1,19,Central,Delivered,Rail
8433,10520,1,Ekart,2022-07-11,2022-07-20,2022-07-18,0,7,Central,Delivered,Van
8434,10521,3,Delhivery,2024-04-29,2024-05-04,2024-05-04,0,5,East,Delivered,Air
8435,10522,6,Ekart,2022-12-01,2022-12-06,2022-12-08,0,7,South,Delivered,Truck
8436,10523,8,BlueDart,2023-09-28,2023-10-04,2023-10-14,1,16,South,Delivered,Air
8437,10525,4,Ekart,2024-08-30,2024-09-09,2024-09-10,0,11,Central,Delivered,Rail
8438,10527,5,FedEx,2024-05-19,2024-05-28,2024-05-24,0,5,North,Delivered,Air
8439,10528,2,Delhivery,2024-04-19,2024-04-28,2024-04-22,0,3,East,Delivered,Truck
8440,10530,10,DHL,2024-09-24,2024-10-03,2024-09-27,0,3,South,Delivered,Truck
8441,10531,5,DHL,2024-07-07,2024-07-16,2024-07-11,0,4,West,Delivered,Rail
8442,10532,9,Delhivery,2023-07-02,2023-07-06,2023-07-12,0,10,Central,Delivered,Truck
8443,10534,3,FedEx,2024-07-20,2024-07-30,2024-07-29,0,9,Central,Delivered,Van
8444,10535,2,BlueDart,2024-08-25,2024-09-02,2024-09-08,1,14,East,Delivered,Van
8445,10536,1,Ekart,2023-05-29,2023-06-05,2023-06-07,0,9,West,Delivered,Van
8446,10537,7,Ekart,2023-04-08,2023-04-11,2023-04-26,1,18,South,Delivered,Rail
8447,10538,3,FedEx,2024-07-10,2024-07-20,2024-07-18,0,8,West,Delivered,Truck
8448,10539,5,Delhivery,2024-04-29,2024-05-07,2024-05-03,0,4,South,Delivered,Van
8449,10541,1,DHL,2024-02-26,2024-03-07,2024-03-05,0,8,East,Delivered,Truck
8450,10542,10,FedEx,2022-07-22,2022-07-27,2022-08-06,1,15,East,Delivered,Van
8451,10543,3,DTDC,2022-08-14,2022-08-23,2022-08-25,0,11,East,Delivered,Van
8452,10546,4,Ekart,2024-04-18,2024-04-27,2024-04-30,1,12,North,Delivered,Air
8453,10548,6,DHL,2024-04-21,2024-04-24,2024-04-26,0,5,North,Delivered,Truck
8454,10549,10,DTDC,2022-06-13,2022-06-22,2022-06-23,0,10,Central,Delivered,Air
8455,10550,3,DTDC,2024-04-26,2024-04-30,2024-05-06,0,10,South,Delivered,Truck
8456,10551,2,DHL,2024-06-22,2024-06-25,2024-06-25,0,3,Central,Delivered,Rail
8457,10552,4,DTDC,2022-11-30,2022-12-07,2022-12-08,0,8,Central,Delivered,Truck
8458,10553,10,Ekart,2022-03-11,2022-03-16,2022-03-15,0,4,Central,Delivered,Truck
8459,10556,10,Delhivery,2023-03-19,2023-03-27,2023-03-28,1,9,East,Delivered,Van
8460,10557,7,DTDC,2024-10-25,2024-11-03,2024-11-01,0,7,North,Delivered,Van
8461,10558,2,FedEx,2022-07-08,2022-07-11,2022-07-18,1,10,East,Delivered,Air
8462,10559,3,Ekart,2022-03-07,2022-03-10,2022-03-14,0,7,North,Delivered,Air
8463,10561,7,BlueDart,2022-07-12,2022-07-22,2022-07-20,0,8,North,Delivered,Rail
8464,10562,3,Delhivery,2023-03-11,2023-03-15,2023-03-22,0,11,South,Delivered,Air
8465,10563,2,DHL,2022-05-02,2022-05-08,2022-05-12,0,10,West,Delivered,Van
8466,10564,6,FedEx,2022-05-13,2022-05-19,2022-05-17,0,4,West,Delivered,Truck
8467,10566,7,DTDC,2022-08-06,2022-08-14,2022-08-14,0,8,Central,Delivered,Truck
8468,10567,10,BlueDart,2022-03-13,2022-03-18,2022-03-24,1,11,East,Delivered,Rail
8469,10568,8,FedEx,2024-01-27,2024-02-03,2024-02-14,1,18,North,Delivered,Rail
8470,10569,9,Delhivery,2022-08-19,2022-08-23,2022-08-28,0,9,North,Delivered,Van
8471,10570,6,BlueDart,2023-04-05,2023-04-13,2023-04-16,0,11,Central,Delivered,Truck
8472,10571,4,DHL,2022-02-01,2022-02-11,2022-02-11,0,10,South,Delivered,Air
8473,10572,8,BlueDart,2023-10-08,2023-10-18,2023-10-25,1,17,North,Delivered,Rail
8474,10573,5,BlueDart,2024-06-09,2024-06-17,2024-06-29,1,20,East,Delivered,Air
8475,10574,8,Delhivery,2024-08-31,2024-09-06,2024-09-09,0,9,North,Delivered,Air
8476,10575,10,FedEx,2022-05-09,2022-05-19,2022-05-19,0,10,South,Delivered,Air
8477,10577,10,FedEx,2022-09-25,2022-10-02,2022-10-06,0,11,North,Delivered,Van
8478,10578,1,Ekart,2022-03-29,2022-04-06,2022-04-06,0,8,East,Delivered,Air
8479,10579,3,BlueDart,2023-09-11,2023-09-14,2023-09-21,0,10,East,Delivered,Air
8480,10581,2,BlueDart,2022-02-19,2022-02-26,2022-02-26,0,7,North,Delivered,Van
8481,10582,6,BlueDart,2022-05-21,2022-05-30,2022-05-24,0,3,West,Delivered,Van
8482,10583,7,Delhivery,2023-09-03,2023-09-10,2023-09-22,1,19,Central,Delivered,Air
8483,10584,3,DHL,2022-04-29,2022-05-02,2022-05-02,0,3,West,Delivered,Van
8484,10585,6,Ekart,2022-06-28,2022-07-04,2022-07-07,0,9,South,Delivered,Van
8485,10586,1,BlueDart,2023-08-19,2023-08-27,2023-08-28,0,9,South,Delivered,Truck
8486,10588,8,DHL,2023-10-17,2023-10-26,2023-10-29,0,12,Central,Delivered,Air
8487,10589,5,FedEx,2024-03-13,2024-03-23,2024-03-19,0,6,Central,Delivered,Van
8488,10590,6,DTDC,2022-05-14,2022-05-19,2022-05-25,0,11,North,Delivered,Van
8489,10591,8,FedEx,2022-08-03,2022-08-06,2022-08-12,0,9,Central,Delivered,Rail
8490,10592,9,BlueDart,2023-03-15,2023-03-18,2023-03-21,0,6,South,Delivered,Rail
8491,10593,5,DHL,2022-09-19,2022-09-25,2022-09-25,0,6,North,Delivered,Rail
8492,10594,10,Delhivery,2023-10-22,2023-11-01,2023-10-26,0,4,South,Delivered,Air
8493,10595,6,DHL,2024-05-22,2024-05-27,2024-06-03,0,12,East,Delivered,Truck
8494,10596,9,DTDC,2022-08-01,2022-08-08,2022-08-05,0,4,East,Delivered,Rail
8495,10597,8,DTDC,2022-11-13,2022-11-21,2022-11-28,1,15,East,Delivered,Rail
8496,10599,6,BlueDart,2024-05-22,2024-05-27,2024-06-01,0,10,East,Delivered,Rail
8497,10600,5,DHL,2022-01-25,2022-01-31,2022-02-05,0,11,South,Delivered,Van
8498,10602,7,Ekart,2024-10-10,2024-10-19,2024-10-22,0,12,Central,Delivered,Rail
8499,10604,8,DTDC,2022-01-10,2022-01-15,2022-01-19,0,9,East,Delivered,Rail
8500,10605,9,DHL,2024-01-31,2024-02-04,2024-02-08,0,8,Central,Delivered,Air
8501,10606,9,Ekart,2023-02-19,2023-02-24,2023-03-05,1,14,South,Delivered,Rail
8502,10610,10,Ekart,2024-01-30,2024-02-07,2024-02-11,0,12,East,Delivered,Van
8503,10612,3,DHL,2022-04-20,2022-04-29,2022-04-30,0,10,Central,Delivered,Air
8504,10613,6,Delhivery,2023-07-31,2023-08-10,2023-08-03,0,3,North,Delivered,Truck
8505,10614,7,Ekart,2024-07-19,2024-07-23,2024-07-30,1,11,East,Delivered,Van
8506,10615,5,Delhivery,2023-03-04,2023-03-11,2023-03-11,0,7,Central,Delivered,Rail
8507,10616,3,DHL,2023-08-08,2023-08-14,2023-08-15,0,7,South,Delivered,Van
8508,10617,4,BlueDart,2023-09-30,2023-10-05,2023-10-09,0,9,Central,Delivered,Air
8509,10619,1,FedEx,2022-07-18,2022-07-22,2022-07-29,0,11,North,Delivered,Truck
8510,10620,2,Delhivery,2023-10-15,2023-10-19,2023-10-25,0,10,South,Delivered,Van
8511,10621,1,Delhivery,2024-02-15,2024-02-24,2024-02-24,0,9,North,Delivered,Truck
8512,10622,9,FedEx,2024-01-14,2024-01-24,2024-01-23,0,9,North,Delivered,Truck
8513,10623,1,Delhivery,2023-05-02,2023-05-07,2023-05-13,0,11,East,Delivered,Air
8514,10624,8,DHL,2023-02-15,2023-02-23,2023-02-25,0,10,West,Delivered,Air
8515,10625,10,DHL,2022-11-15,2022-11-20,2022-12-02,1,17,East,Delivered,Van
8516,10626,2,DHL,2023-09-11,2023-09-15,2023-09-21,0,10,West,Delivered,Rail
8517,10627,3,Ekart,2023-03-10,2023-03-19,2023-03-15,0,5,North,Delivered,Truck
8518,10628,3,FedEx,2023-10-03,2023-10-10,2023-10-07,0,4,Central,Delivered,Rail
8519,10629,7,BlueDart,2024-07-10,2024-07-13,2024-07-20,1,10,West,Delivered,Van
8520,10630,2,BlueDart,2022-07-02,2022-07-09,2022-07-09,0,7,North,Delivered,Van
8521,10632,3,BlueDart,2024-07-25,2024-07-31,2024-08-08,1,14,West,Delivered,Van
8522,10633,9,DHL,2025-01-03,2025-01-06,2025-01-10,0,7,North,Delivered,Rail
8523,10634,7,DTDC,2024-02-20,2024-02-26,2024-02-29,0,9,East,Delivered,Van
8524,10636,6,DHL,2023-06-20,2023-06-30,2023-07-02,0,12,West,Delivered,Air
8525,10637,9,FedEx,2022-07-05,2022-07-15,2022-07-08,0,3,West,Delivered,Rail
