shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type,delay_days,delay_severity
8188,10211,5,DTDC,2023-11-13,2023-11-17,2023-11-24,0,11,Central,Delivered,Van,7,Moderate Delay
8189,10213,4,DHL,2022-06-16,2022-06-20,2022-06-28,0,12,West,Delivered,Van,8,Severe Delay
8190,10214,9,BlueDart,2023-12-23,2023-12-30,2023-12-27,0,4,West,Delivered,Truck,0,On Time
8191,10215,10,Delhivery,2024-11-04,2024-11-12,2024-11-08,0,4,Central,Delivered,Air,0,On Time
8192,10216,8,DHL,2024-03-03,2024-03-09,2024-03-12,0,9,West,Delivered,Van,3,Minor Delay
8193,10217,9,DHL,2022-03-21,2022-03-29,2022-03-31,0,10,East,Delivered,Van,2,Minor Delay
8194,10219,8,BlueDart,2024-05-07,2024-05-10,2024-05-11,0,4,Central,Delivered,Truck,1,Minor Delay
8195,10220,7,BlueDart,2023-01-23,2023-01-26,2023-02-02,0,10,North,Delivered,Rail,7,Moderate Delay
8196,10221,4,BlueDart,2024-07-11,2024-07-17,2024-07-15,0,4,Central,Delivered,Rail,0,On Time
8197,10222,3,Ekart,2024-11-06,2024-11-12,2024-11-17,0,11,East,Delivered,Rail,5,Moderate Delay
8198,10223,7,BlueDart,2022-01-26,2022-02-05,2022-02-05,0,10,South,Delivered,Air,0,On Time
8199,10224,4,FedEx,2024-05-30,2024-06-07,2024-06-04,0,5,North,Delivered,Truck,0,On Time
8200,10225,4,DTDC,2022-10-13,2022-10-17,2022-10-24,1,11,South,Delivered,Truck,7,Moderate Delay
8201,10226,9,DTDC,2024-08-10,2024-08-13,2024-08-19,0,9,West,Delivered,Air,6,Moderate Delay
8202,10227,1,Ekart,2022-08-26,2022-09-05,2022-09-03,0,8,East,Delivered,Rail,0,On Time
8203,10230,7,Ekart,2022-03-15,2022-03-18,2022-03-26,1,11,North,Delivered,Rail,8,Severe Delay
8204,10231,3,BlueDart,2022-09-03,2022-09-08,2022-09-09,0,6,East,Delivered,Truck,1,Minor Delay
8205,10232,1,FedEx,2024-09-15,2024-09-24,2024-09-19,0,4,North,Delivered,Air,0,On Time
8206,10233,1,DTDC,2023-12-08,2023-12-11,2023-12-18,0,10,East,Delivered,Air,7,Moderate Delay
8207,10234,2,BlueDart,2023-03-31,2023-04-07,2023-04-07,0,7,West,Delivered,Truck,0,On Time
8208,10235,10,DTDC,2024-05-20,2024-05-30,2024-05-31,0,11,South,Delivered,Van,1,Minor Delay
8209,10236,2,FedEx,2023-01-16,2023-01-24,2023-01-27,0,11,East,Delivered,Truck,3,Minor Delay
8210,10237,2,Delhivery,2023-08-26,2023-08-30,2023-09-04,0,9,East,Delivered,Truck,5,Moderate Delay
8211,10238,9,Ekart,2024-06-18,2024-06-26,2024-07-03,1,15,East,Delivered,Van,7,Moderate Delay
8212,10240,7,FedEx,2023-07-18,2023-07-26,2023-07-23,0,5,North,Delivered,Rail,0,On Time
8213,10241,2,DHL,2024-02-21,2024-02-24,2024-03-01,0,9,North,Delivered,Rail,6,Moderate Delay
8214,10242,7,DHL,2022-01-29,2022-02-01,2022-02-02,0,4,East,Delivered,Rail,1,Minor Delay
8215,10244,9,FedEx,2022-11-08,2022-11-13,2022-11-17,0,9,South,Delivered,Air,4,Moderate Delay
8216,10246,4,BlueDart,2023-10-26,2023-11-05,2023-11-05,0,10,Central,Delivered,Air,0,On Time
8217,10248,1,Delhivery,2024-06-13,2024-06-17,2024-06-18,0,5,South,Delivered,Air,1,Minor Delay
8218,10249,5,DTDC,2024-05-16,2024-05-19,2024-05-20,0,4,South,Delivered,Van,1,Minor Delay
8219,10250,2,DTDC,2022-12-16,2022-12-22,2022-12-26,0,10,North,Delivered,Truck,4,Moderate Delay
8220,10251,2,BlueDart,2022-06-28,2022-07-03,2022-07-04,0,6,South,Delivered,Rail,1,Minor Delay
8221,10252,4,FedEx,2022-11-25,2022-12-01,2022-12-05,0,10,South,Delivered,Air,4,Moderate Delay
8222,10254,8,BlueDart,2022-09-24,2022-10-03,2022-10-06,1,12,Central,Delivered,Rail,3,Minor Delay
8223,10258,2,BlueDart,2022-11-10,2022-11-16,2022-11-22,0,12,South,Delivered,Air,6,Moderate Delay
8224,10259,3,Ekart,2023-10-18,2023-10-28,2023-10-25,0,7,Central,Delivered,Air,0,On Time
8225,10260,4,Delhivery,2023-10-13,2023-10-17,2023-10-23,0,10,West,Delivered,Rail,6,Moderate Delay
8226,10261,4,BlueDart,2022-11-02,2022-11-11,2022-11-18,1,16,Central,Delivered,Rail,7,Moderate Delay
8227,10262,4,Delhivery,2023-11-24,2023-11-29,2023-12-05,0,11,North,Delivered,Truck,6,Moderate Delay
8228,10263,9,Delhivery,2023-05-04,2023-05-11,2023-05-14,0,10,North,Delivered,Rail,3,Minor Delay
8229,10264,7,BlueDart,2024-12-26,2024-12-30,2024-12-31,0,5,Central,Delivered,Truck,1,Minor Delay
8230,10265,3,BlueDart,2023-01-07,2023-01-16,2023-01-13,0,6,South,Delivered,Truck,0,On Time
8231,10266,6,DTDC,2022-08-03,2022-08-13,2022-08-21,1,18,Central,Delivered,Rail,8,Severe Delay
8232,10267,6,BlueDart,2024-11-27,2024-12-04,2024-12-14,1,17,South,Delivered,Truck,10,Severe Delay
8233,10269,8,Delhivery,2022-09-13,2022-09-23,2022-09-23,0,10,Central,Delivered,Air,0,On Time
8234,10271,5,BlueDart,2024-08-08,2024-08-12,2024-08-11,0,3,East,Delivered,Van,0,On Time
8235,10272,7,DHL,2023-07-10,2023-07-17,2023-07-19,1,9,Central,Delivered,Air,2,Minor Delay
8236,10273,5,BlueDart,2024-02-01,2024-02-05,2024-02-08,0,7,West,Delivered,Rail,3,Minor Delay
8237,10274,8,DTDC,2024-06-29,2024-07-06,2024-07-02,0,3,Central,Delivered,Air,0,On Time
8238,10275,2,FedEx,2024-01-29,2024-02-06,2024-02-10,0,12,West,Delivered,Rail,4,Moderate Delay
8239,10278,9,DTDC,2024-02-09,2024-02-17,2024-02-17,0,8,East,Delivered,Air,0,On Time
8240,10280,4,FedEx,2024-10-23,2024-11-02,2024-11-04,0,12,Central,Delivered,Truck,2,Minor Delay
8241,10282,5,Delhivery,2024-07-24,2024-07-30,2024-08-03,0,10,East,Delivered,Van,4,Moderate Delay
8242,10283,3,DTDC,2024-09-16,2024-09-22,2024-09-28,0,12,North,Delivered,Rail,6,Moderate Delay
8243,10284,6,FedEx,2023-04-25,2023-04-30,2023-05-02,0,7,West,Delivered,Truck,2,Minor Delay
8244,10286,6,DTDC,2023-04-17,2023-04-25,2023-04-20,0,3,East,Delivered,Rail,0,On Time
8245,10287,1,Delhivery,2023-07-22,2023-07-26,2023-08-03,1,12,Central,Delivered,Air,8,Severe Delay
8246,10288,2,Ekart,2024-05-20,2024-05-26,2024-05-30,1,10,South,Delivered,Truck,4,Moderate Delay
8247,10289,4,DHL,2024-07-03,2024-07-12,2024-07-08,0,5,North,Delivered,Truck,0,On Time
8248,10290,7,DTDC,2024-04-22,2024-05-02,2024-04-27,0,5,West,Delivered,Van,0,On Time
8249,10291,3,DTDC,2023-05-20,2023-05-26,2023-05-29,0,9,Central,Delivered,Air,3,Minor Delay
8250,10292,5,Ekart,2022-02-09,2022-02-14,2022-02-14,0,5,South,Delivered,Van,0,On Time
8251,10293,4,BlueDart,2023-08-19,2023-08-28,2023-08-31,0,12,East,Delivered,Rail,3,Minor Delay
8252,10294,5,Delhivery,2023-02-25,2023-03-02,2023-03-09,0,12,West,Delivered,Truck,7,Moderate Delay
8253,10295,5,Ekart,2022-07-17,2022-07-23,2022-07-28,1,11,East,Delivered,Rail,5,Moderate Delay
8254,10296,2,Delhivery,2024-09-29,2024-10-03,2024-10-11,0,12,South,Delivered,Air,8,Severe Delay
8255,10298,3,FedEx,2023-01-11,2023-01-18,2023-01-21,1,10,East,Delivered,Air,3,Minor Delay
8256,10301,10,FedEx,2022-04-15,2022-04-21,2022-04-26,0,11,North,Delivered,Air,5,Moderate Delay
8257,10302,9,Delhivery,2022-05-02,2022-05-05,2022-05-09,0,7,North,Delivered,Truck,4,Moderate Delay
8258,10303,2,BlueDart,2023-11-21,2023-11-30,2023-11-28,0,7,North,Delivered,Rail,0,On Time
8259,10304,6,DHL,2022-10-02,2022-10-10,2022-10-06,0,4,Central,Delivered,Rail,0,On Time
8260,10305,8,BlueDart,2022-09-28,2022-10-01,2022-10-19,1,21,Central,Delivered,Van,18,Severe Delay
8261,10306,1,FedEx,2024-08-22,2024-08-25,2024-09-03,0,12,South,Delivered,Air,9,Severe Delay
8262,10307,4,DHL,2024-07-01,2024-07-07,2024-07-06,0,5,East,Delivered,Van,0,On Time
8263,10308,1,FedEx,2023-01-16,2023-01-24,2023-01-28,0,12,South,Delivered,Van,4,Moderate Delay
8264,10309,8,BlueDart,2023-12-14,2023-12-17,2023-12-18,0,4,East,Delivered,Air,1,Minor Delay
8265,10310,9,FedEx,2023-10-08,2023-10-12,2023-10-17,0,9,West,Delivered,Van,5,Moderate Delay
8266,10312,6,FedEx,2022-08-20,2022-08-23,2022-08-30,0,10,East,Delivered,Van,7,Moderate Delay
8267,10313,7,FedEx,2024-03-19,2024-03-26,2024-03-29,0,10,West,Delivered,Air,3,Minor Delay
8268,10314,6,BlueDart,2024-08-28,2024-09-02,2024-09-05,0,8,North,Delivered,Air,3,Minor Delay
8269,10315,5,Ekart,2022-12-30,2023-01-08,2023-01-07,1,8,East,Delivered,Air,0,On Time
8270,10316,8,FedEx,2022-06-08,2022-06-11,2022-06-20,0,12,East,Delivered,Air,9,Severe Delay
8271,10317,2,DHL,2022-12-19,2022-12-22,2022-12-27,0,8,South,Delivered,Rail,5,Moderate Delay
8272,10318,9,BlueDart,2024-02-01,2024-02-05,2024-02-07,0,6,North,Delivered,Van,2,Minor Delay
8273,10319,9,Delhivery,2022-05-31,2022-06-10,2022-06-06,0,6,South,Delivered,Truck,0,On Time
8274,10320,6,Delhivery,2022-01-29,2022-02-08,2022-02-10,0,12,Central,Delivered,Van,2,Minor Delay
8275,10321,5,Delhivery,2022-12-24,2022-12-29,2023-01-10,1,17,Central,Delivered,Truck,12,Severe Delay
8276,10322,3,DHL,2024-02-11,2024-02-14,2024-02-15,0,4,South,Delivered,Air,1,Minor Delay
8277,10323,3,FedEx,2022-05-30,2022-06-03,2022-06-08,1,9,Central,Delivered,Air,5,Moderate Delay
8278,10324,7,Ekart,2024-02-07,2024-02-11,2024-02-12,0,5,East,Delivered,Van,1,Minor Delay
8279,10325,8,BlueDart,2024-08-23,2024-09-01,2024-08-26,0,3,Central,Delivered,Air,0,On Time
8280,10326,1,BlueDart,2024-12-28,2025-01-06,2025-01-01,0,4,North,Delivered,Truck,0,On Time
8281,10329,4,BlueDart,2024-06-20,2024-06-25,2024-06-27,0,7,South,Delivered,Rail,2,Minor Delay
8282,10330,2,FedEx,2023-01-17,2023-01-21,2023-01-27,0,10,Central,Delivered,Truck,6,Moderate Delay
8283,10331,6,DHL,2024-06-05,2024-06-15,2024-06-10,0,5,East,Delivered,Truck,0,On Time
8284,10333,8,DHL,2023-05-27,2023-06-05,2023-06-03,0,7,West,Delivered,Air,0,On Time
8285,10334,10,BlueDart,2022-04-14,2022-04-18,2022-04-25,0,11,North,Delivered,Truck,7,Moderate Delay
8286,10335,10,Ekart,2022-09-16,2022-09-24,2022-09-21,0,5,East,Delivered,Van,0,On Time
8287,10336,2,BlueDart,2024-02-11,2024-02-21,2024-02-22,0,11,North,Delivered,Van,1,Minor Delay
8288,10337,3,DHL,2022-07-31,2022-08-03,2022-08-09,0,9,West,Delivered,Rail,6,Moderate Delay
8289,10338,10,DHL,2022-07-08,2022-07-11,2022-07-18,0,10,North,Delivered,Air,7,Moderate Delay
8290,10339,2,BlueDart,2022-06-06,2022-06-15,2022-06-11,0,5,South,Delivered,Truck,0,On Time
8291,10341,4,FedEx,2022-08-14,2022-08-21,2022-08-23,0,9,South,Delivered,Van,2,Minor Delay
8292,10342,8,Delhivery,2022-10-08,2022-10-12,2022-10-15,0,7,West,Delivered,Rail,3,Minor Delay
8293,10343,6,DHL,2023-06-02,2023-06-10,2023-06-13,0,11,West,Delivered,Truck,3,Minor Delay
8294,10344,2,BlueDart,2023-05-08,2023-05-13,2023-05-19,0,11,North,Delivered,Van,6,Moderate Delay
8295,10345,5,DHL,2024-07-15,2024-07-19,2024-07-26,0,11,Central,Delivered,Truck,7,Moderate Delay
8296,10347,1,DHL,2022-12-31,2023-01-07,2023-01-09,0,9,West,Delivered,Rail,2,Minor Delay
8297,10349,8,FedEx,2024-03-02,2024-03-08,2024-03-07,0,5,Central,Delivered,Truck,0,On Time
8298,10350,4,DHL,2022-03-26,2022-03-29,2022-03-29,0,3,West,Delivered,Truck,0,On Time
8299,10352,8,Ekart,2024-02-07,2024-02-11,2024-02-15,0,8,North,Delivered,Van,4,Moderate Delay
8300,10353,1,DHL,2024-04-07,2024-04-15,2024-04-16,0,9,South,Delivered,Van,1,Minor Delay
8301,10355,9,DTDC,2024-03-09,2024-03-13,2024-03-14,0,5,Central,Delivered,Rail,1,Minor Delay
8302,10357,1,BlueDart,2023-06-14,2023-06-23,2023-06-20,0,6,South,Delivered,Truck,0,On Time
8303,10358,10,DHL,2022-08-12,2022-08-18,2022-08-15,0,3,North,Delivered,Air,0,On Time
8304,10359,4,Ekart,2024-03-22,2024-03-29,2024-03-26,0,4,East,Delivered,Van,0,On Time
8305,10360,1,DTDC,2022-01-07,2022-01-13,2022-01-10,0,3,North,Delivered,Van,0,On Time
8306,10361,5,DTDC,2022-10-22,2022-10-25,2022-10-30,0,8,North,Delivered,Rail,5,Moderate Delay
8307,10364,8,BlueDart,2024-11-16,2024-11-25,2024-11-26,0,10,North,Delivered,Truck,1,Minor Delay
8308,10365,10,DHL,2022-01-21,2022-01-26,2022-02-02,0,12,South,Delivered,Truck,7,Moderate Delay
8309,10368,9,Delhivery,2024-04-03,2024-04-09,2024-04-13,0,10,South,Delivered,Air,4,Moderate Delay
8310,10369,4,DTDC,2022-03-22,2022-03-26,2022-03-31,1,9,West,Delivered,Van,5,Moderate Delay
8311,10370,10,DTDC,2022-07-30,2022-08-09,2022-08-11,0,12,Central,Delivered,Truck,2,Minor Delay
8312,10372,2,DHL,2023-03-24,2023-03-28,2023-04-04,0,11,Central,Delivered,Rail,7,Moderate Delay
8313,10373,1,BlueDart,2022-08-31,2022-09-07,2022-09-09,0,9,South,Delivered,Van,2,Minor Delay
8314,10374,6,Delhivery,2022-02-25,2022-03-02,2022-03-05,1,8,East,Delivered,Rail,3,Minor Delay
8315,10375,2,Ekart,2022-11-25,2022-12-04,2022-11-29,0,4,West,Delivered,Rail,0,On Time
8316,10376,8,Delhivery,2022-09-11,2022-09-18,2022-09-18,0,7,North,Delivered,Van,0,On Time
8317,10377,3,BlueDart,2024-11-02,2024-11-08,2024-11-09,0,7,East,Delivered,Air,1,Minor Delay
8318,10378,10,Ekart,2024-10-30,2024-11-06,2024-11-09,0,10,North,Delivered,Truck,3,Minor Delay
8319,10379,1,BlueDart,2022-06-18,2022-06-27,2022-06-25,0,7,North,Delivered,Van,0,On Time
8320,10380,9,FedEx,2024-10-08,2024-10-12,2024-10-14,0,6,South,Delivered,Air,2,Minor Delay
8321,10382,3,Ekart,2023-06-29,2023-07-06,2023-07-09,0,10,North,Delivered,Rail,3,Minor Delay
8322,10384,2,DHL,2022-08-19,2022-08-26,2022-08-30,0,11,West,Delivered,Rail,4,Moderate Delay
8323,10385,8,DHL,2024-03-13,2024-03-20,2024-03-18,0,5,West,Delivered,Van,0,On Time
8324,10386,3,Ekart,2022-09-12,2022-09-20,2022-09-20,0,8,North,Delivered,Van,0,On Time
8325,10387,5,Ekart,2022-07-27,2022-08-05,2022-08-02,0,6,North,Delivered,Truck,0,On Time
8326,10388,3,DHL,2022-03-16,2022-03-22,2022-03-27,1,11,East,Delivered,Air,5,Moderate Delay
8327,10390,10,DHL,2023-01-08,2023-01-15,2023-01-16,0,8,North,Delivered,Truck,1,Minor Delay
8328,10391,8,Ekart,2022-10-10,2022-10-17,2022-10-19,0,9,South,Delivered,Rail,2,Minor Delay
8329,10392,4,DTDC,2023-04-28,2023-05-06,2023-05-05,0,7,South,Delivered,Air,0,On Time
8330,10394,5,Ekart,2024-01-30,2024-02-03,2024-02-09,0,10,West,Delivered,Rail,6,Moderate Delay
8331,10395,6,DTDC,2024-02-10,2024-02-13,2024-02-15,0,5,South,Delivered,Truck,2,Minor Delay
8332,10397,6,DTDC,2024-05-17,2024-05-20,2024-05-20,0,3,Central,Delivered,Rail,0,On Time
8333,10398,8,FedEx,2022-11-14,2022-11-17,2022-11-19,0,5,West,Delivered,Air,2,Minor Delay
8334,10400,5,BlueDart,2022-03-21,2022-03-29,2022-03-26,0,5,North,Delivered,Rail,0,On Time
8335,10401,3,DHL,2023-08-26,2023-08-30,2023-08-29,0,3,West,Delivered,Van,0,On Time
8336,10402,9,BlueDart,2023-03-03,2023-03-09,2023-03-11,0,8,West,Delivered,Van,2,Minor Delay
8337,10403,6,FedEx,2023-05-18,2023-05-28,2023-05-28,0,10,West,Delivered,Truck,0,On Time
8338,10405,8,Delhivery,2022-02-05,2022-02-10,2022-02-12,0,7,West,Delivered,Van,2,Minor Delay
8339,10406,3,Delhivery,2023-07-02,2023-07-06,2023-07-05,0,3,North,Delivered,Air,0,On Time
8340,10407,4,FedEx,2023-06-24,2023-06-27,2023-07-03,0,9,East,Delivered,Truck,6,Moderate Delay
8341,10408,5,DHL,2024-11-11,2024-11-15,2024-11-14,0,3,South,Delivered,Van,0,On Time
8342,10409,1,DHL,2023-12-08,2023-12-15,2023-12-19,0,11,North,Delivered,Rail,4,Moderate Delay
8343,10411,2,Delhivery,2024-09-06,2024-09-16,2024-09-14,0,8,West,Delivered,Air,0,On Time
8344,10412,7,BlueDart,2022-11-09,2022-11-12,2022-11-13,0,4,Central,Delivered,Van,1,Minor Delay
8345,10413,5,FedEx,2022-07-14,2022-07-23,2022-07-26,0,12,East,Delivered,Van,3,Minor Delay
8346,10414,4,BlueDart,2024-05-21,2024-05-27,2024-05-24,0,3,West,Delivered,Van,0,On Time
8347,10415,6,Delhivery,2023-11-01,2023-11-06,2023-11-12,1,11,North,Delivered,Air,6,Moderate Delay
8348,10416,9,Delhivery,2024-02-04,2024-02-14,2024-02-13,0,9,East,Delivered,Truck,0,On Time
8349,10417,4,Delhivery,2024-06-05,2024-06-12,2024-06-17,0,12,North,Delivered,Truck,5,Moderate Delay
8350,10418,5,Ekart,2022-08-23,2022-09-01,2022-08-30,0,7,East,Delivered,Van,0,On Time
8351,10419,5,FedEx,2023-10-07,2023-10-14,2023-10-11,0,4,North,Delivered,Van,0,On Time
8352,10420,8,DHL,2023-02-20,2023-02-28,2023-03-03,0,11,North,Delivered,Rail,3,Minor Delay
8353,10423,6,DTDC,2023-08-01,2023-08-07,2023-08-13,0,12,North,Delivered,Rail,6,Moderate Delay
8354,10424,2,FedEx,2023-03-08,2023-03-13,2023-03-12,0,4,South,Delivered,Air,0,On Time
8355,10425,10,Ekart,2023-09-21,2023-09-28,2023-10-02,0,11,North,Delivered,Van,4,Moderate Delay
8356,10427,5,DHL,2022-09-06,2022-09-13,2022-09-15,0,9,West,Delivered,Rail,2,Minor Delay
8357,10428,8,FedEx,2022-04-07,2022-04-12,2022-04-18,0,11,West,Delivered,Rail,6,Moderate Delay
8358,10429,3,DHL,2024-08-13,2024-08-16,2024-08-23,0,10,West,Delivered,Rail,7,Moderate Delay
8359,10430,1,Delhivery,2022-06-13,2022-06-20,2022-06-16,0,3,East,Delivered,Rail,0,On Time
8360,10431,6,FedEx,2023-05-01,2023-05-08,2023-05-04,0,3,West,Delivered,Air,0,On Time
8361,10432,5,DHL,2023-08-01,2023-08-11,2023-08-06,0,5,North,Delivered,Truck,0,On Time
8362,10433,2,BlueDart,2023-05-22,2023-05-26,2023-06-02,0,11,East,Delivered,Rail,7,Moderate Delay
8363,10434,6,FedEx,2022-10-11,2022-10-19,2022-10-19,0,8,South,Delivered,Van,0,On Time
8364,10435,6,Delhivery,2023-06-28,2023-07-04,2023-07-09,0,11,Central,Delivered,Van,5,Moderate Delay
8365,10436,10,DTDC,2022-03-24,2022-04-03,2022-03-27,0,3,North,Delivered,Van,0,On Time
8366,10437,2,DHL,2022-10-22,2022-10-26,2022-10-31,0,9,East,Delivered,Van,5,Moderate Delay
8367,10438,7,FedEx,2022-07-21,2022-07-29,2022-07-29,0,8,North,Delivered,Rail,0,On Time
8368,10439,9,Delhivery,2023-08-22,2023-08-28,2023-08-29,0,7,North,Delivered,Air,1,Minor Delay
8369,10441,1,Delhivery,2022-03-06,2022-03-12,2022-03-13,0,7,North,Delivered,Truck,1,Minor Delay
8370,10443,9,BlueDart,2023-04-02,2023-04-11,2023-04-18,1,16,East,Delivered,Truck,7,Moderate Delay
8371,10444,5,DTDC,2024-07-21,2024-07-25,2024-08-01,0,11,North,Delivered,Air,7,Moderate Delay
8372,10445,9,FedEx,2022-05-19,2022-05-24,2022-05-29,0,10,South,Delivered,Rail,5,Moderate Delay
8373,10446,1,Delhivery,2023-06-25,2023-06-30,2023-06-30,0,5,South,Delivered,Van,0,On Time
8374,10448,10,Delhivery,2023-11-13,2023-11-23,2023-11-16,0,3,North,Delivered,Rail,0,On Time
8375,10450,3,Delhivery,2023-10-10,2023-10-19,2023-10-14,0,4,Central,Delivered,Truck,0,On Time
8376,10451,6,Delhivery,2024-04-22,2024-05-02,2024-04-27,0,5,Central,Delivered,Truck,0,On Time
8377,10452,7,FedEx,2022-04-26,2022-05-06,2022-05-04,0,8,Central,Delivered,Truck,0,On Time
8378,10454,9,DHL,2024-01-03,2024-01-13,2024-01-18,1,15,Central,Delivered,Van,5,Moderate Delay
8379,10456,3,DHL,2023-02-24,2023-02-27,2023-02-28,0,4,Central,Delivered,Rail,1,Minor Delay
8380,10457,2,Delhivery,2024-04-10,2024-04-13,2024-04-15,0,5,North,Delivered,Truck,2,Minor Delay
8381,10458,9,Delhivery,2023-01-19,2023-01-28,2023-01-26,0,7,East,Delivered,Rail,0,On Time
8382,10459,6,DTDC,2022-09-09,2022-09-15,2022-09-20,0,11,West,Delivered,Truck,5,Moderate Delay
8383,10460,6,DTDC,2023-12-30,2024-01-02,2024-01-09,0,10,Central,Delivered,Rail,7,Moderate Delay
8384,10462,2,Ekart,2023-08-23,2023-08-29,2023-09-03,0,11,South,Delivered,Van,5,Moderate Delay
8385,10463,4,FedEx,2023-06-15,2023-06-20,2023-06-22,0,7,West,Delivered,Truck,2,Minor Delay
8386,10466,10,Delhivery,2022-08-13,2022-08-23,2022-08-17,0,4,South,Delivered,Van,0,On Time
8387,10468,5,DHL,2023-06-12,2023-06-21,2023-06-18,0,6,West,Delivered,Van,0,On Time
8388,10469,5,DTDC,2024-07-15,2024-07-20,2024-07-23,0,8,East,Delivered,Van,3,Minor Delay
8389,10470,10,FedEx,2024-08-09,2024-08-12,2024-08-21,0,12,Central,Delivered,Truck,9,Severe Delay
8390,10471,1,FedEx,2023-01-31,2023-02-07,2023-02-12,0,12,East,Delivered,Air,5,Moderate Delay
8391,10472,2,DHL,2022-04-03,2022-04-07,2022-04-07,0,4,West,Delivered,Air,0,On Time
8392,10473,2,DHL,2022-01-13,2022-01-22,2022-01-25,0,12,South,Delivered,Rail,3,Minor Delay
8393,10474,3,FedEx,2023-05-28,2023-06-04,2023-06-07,0,10,North,Delivered,Van,3,Minor Delay
8394,10475,7,Delhivery,2022-08-04,2022-08-08,2022-08-14,0,10,East,Delivered,Van,6,Moderate Delay
8395,10476,1,FedEx,2023-04-11,2023-04-20,2023-04-17,0,6,Central,Delivered,Air,0,On Time
8396,10477,10,FedEx,2024-07-04,2024-07-09,2024-07-09,0,5,West,Delivered,Rail,0,On Time
8397,10478,5,Ekart,2023-02-26,2023-03-04,2023-03-07,0,9,South,Delivered,Air,3,Minor Delay
8398,10479,2,FedEx,2022-05-13,2022-05-22,2022-06-04,1,22,East,Delivered,Rail,13,Severe Delay
8399,10480,2,DHL,2024-12-17,2024-12-23,2024-12-22,0,5,East,Delivered,Van,0,On Time
8400,10482,3,FedEx,2024-08-20,2024-08-30,2024-08-28,0,8,North,Delivered,Air,0,On Time
8401,10483,9,DHL,2023-04-22,2023-04-26,2023-05-03,0,11,West,Delivered,Rail,7,Moderate Delay
8402,10484,8,Delhivery,2022-07-20,2022-07-29,2022-07-31,1,11,Central,Delivered,Truck,2,Minor Delay
8403,10485,2,DTDC,2022-11-05,2022-11-15,2022-11-16,0,11,West,Delivered,Air,1,Minor Delay
8404,10486,1,DTDC,2023-12-07,2023-12-15,2023-12-19,1,12,West,Delivered,Truck,4,Moderate Delay
8405,10487,5,Ekart,2023-11-09,2023-11-16,2023-11-14,0,5,Central,Delivered,Air,0,On Time
8406,10488,3,Ekart,2023-09-01,2023-09-09,2023-09-08,0,7,North,Delivered,Van,0,On Time
8407,10490,9,DTDC,2022-06-30,2022-07-10,2022-07-07,0,7,East,Delivered,Air,0,On Time
8408,10491,6,BlueDart,2022-03-11,2022-03-18,2022-03-23,1,12,Central,Delivered,Van,5,Moderate Delay
8409,10494,1,BlueDart,2024-12-26,2024-12-31,2025-01-05,0,10,South,Delivered,Air,5,Moderate Delay
8410,10495,1,Ekart,2023-05-23,2023-06-01,2023-05-31,0,8,West,Delivered,Van,0,On Time
8411,10497,9,BlueDart,2024-09-12,2024-09-15,2024-09-23,1,11,East,Delivered,Truck,8,Severe Delay
8412,10498,10,DTDC,2023-06-18,2023-06-28,2023-06-26,0,8,Central,Delivered,Van,0,On Time
8413,10499,2,Delhivery,2023-11-11,2023-11-16,2023-11-23,0,12,South,Delivered,Rail,7,Moderate Delay
8414,10500,1,Delhivery,2024-08-09,2024-08-16,2024-08-15,0,6,East,Delivered,Rail,0,On Time
8415,10501,5,Ekart,2024-04-15,2024-04-20,2024-04-26,0,11,South,Delivered,Truck,6,Moderate Delay
8416,10502,10,FedEx,2022-08-17,2022-08-26,2022-08-29,0,12,West,Delivered,Truck,3,Minor Delay
8417,10503,8,Delhivery,2023-04-11,2023-04-21,2023-04-22,0,11,North,Delivered,Van,1,Minor Delay
8418,10504,10,BlueDart,2023-08-12,2023-08-20,2023-08-18,0,6,West,Delivered,Truck,0,On Time
8419,10505,4,Delhivery,2023-11-01,2023-11-08,2023-11-07,0,6,West,Delivered,Truck,0,On Time
8420,10506,8,DTDC,2022-10-30,2022-11-08,2022-11-06,0,7,East,Delivered,Truck,0,On Time
8421,10507,7,FedEx,2023-09-19,2023-09-25,2023-09-24,0,5,North,Delivered,Rail,0,On Time
8422,10509,10,FedEx,2023-06-12,2023-06-19,2023-06-20,0,8,West,Delivered,Air,1,Minor Delay
8423,10510,6,Delhivery,2024-11-17,2024-11-25,2024-11-26,0,9,West,Delivered,Truck,1,Minor Delay
8424,10511,4,Ekart,2022-02-21,2022-02-28,2022-03-01,1,8,Central,Delivered,Air,1,Minor Delay
8425,10512,4,DHL,2024-10-26,2024-11-01,2024-11-09,1,14,North,Delivered,Air,8,Severe Delay
8426,10513,7,Delhivery,2023-01-23,2023-01-29,2023-01-30,0,7,West,Delivered,Rail,1,Minor Delay
8427,10514,8,FedEx,2023-04-05,2023-04-10,2023-04-17,1,12,Central,Delivered,Van,7,Moderate Delay
8428,10515,5,DHL,2024-07-20,2024-07-28,2024-07-24,0,4,North,Delivered,Van,0,On Time
8429,10516,4,DTDC,2022-01-29,2022-02-01,2022-02-10,0,12,South,Delivered,Air,9,Severe Delay
8430,10517,9,Delhivery,2022-08-09,2022-08-13,2022-08-14,0,5,North,Delivered,Rail,1,Minor Delay
